9	18000001	1.9e+07	0.641423
9	19000001	2e+07	0.585354
9	20000001	2.1e+07	0.518465
9	21000001	2.2e+07	0.577799
9	22000001	2.3e+07	0.583952
9	23000001	23012720	1.40872641509434
10	1	1e+06	1.223782
10	1000001	2e+06	1.055424
10	2000001	3e+06	0.964559
10	3000001	4e+06	1.200504
10	4000001	5e+06	1.308475
10	5000001	6e+06	1.289648
10	6000001	7e+06	1.417179
10	7000001	8e+06	1.456971
10	8000001	9e+06	1.608375
10	9000001	1e+07	1.21307
10	10000001	1.1e+07	1.153866
10	11000001	1.2e+07	0.96069
10	12000001	1.3e+07	1.291861
10	13000001	1.4e+07	0.866696
10	14000001	1.5e+07	0.795344
10	15000001	1.6e+07	1.01535
10	16000001	1.7e+07	0.867507
10	17000001	1.8e+07	0.693408
10	18000001	1.9e+07	0.602881
10	19000001	2e+07	0.605684
10	20000001	2.1e+07	0.809634
10	21000001	2.2e+07	0.623795
10	22000001	2.3e+07	0.576129
10	23000001	23207287	0.71267855678359
11	1	1e+06	0.704764
11	1000001	2e+06	0.651372
11	2000001	3e+06	0.568691
11	3000001	4e+06	0.865371
11	4000001	5e+06	0.826874
11	5000001	6e+06	0.890778
11	6000001	7e+06	1.05169
11	7000001	8e+06	0.857191
11	8000001	9e+06	1.157098
11	9000001	1e+07	1.130157
11	10000001	1.1e+07	1.194351
11	11000001	1.2e+07	1.328052
11	12000001	1.3e+07	1.578379
11	13000001	1.4e+07	1.395792
11	14000001	1.5e+07	1.233471
11	15000001	1.6e+07	1.277306
11	16000001	1.7e+07	1.114572
11	17000001	1.8e+07	0.995672
11	18000001	1.9e+07	0.929504
11	19000001	2e+07	0.862675
11	20000001	2.1e+07	0.968143
11	21000001	2.2e+07	0.944175
11	22000001	2.3e+07	0.826736
11	23000001	2.4e+07	0.907917
11	24000001	2.5e+07	0.932617
11	25000001	2.6e+07	0.918846
11	26000001	2.7e+07	1.048296
11	27000001	2.8e+07	1.020762
11	28000001	2.9e+07	1.025516
11	29000001	29021106	1.18203354496352
12	1	1e+06	0.61811
12	1000001	2e+06	0.649401
12	2000001	3e+06	0.744078
12	3000001	4e+06	0.673241
12	4000001	5e+06	0.989736
12	5000001	6e+06	1.095727
12	6000001	7e+06	1.37007
12	7000001	8e+06	1.011015
12	8000001	9e+06	1.295856
12	9000001	1e+07	1.263194
12	10000001	1.1e+07	1.143199
12	11000001	1.2e+07	1.507177
12	12000001	1.3e+07	1.423049
12	13000001	1.4e+07	1.203342
12	14000001	1.5e+07	1.355426
12	15000001	1.6e+07	1.328435
12	16000001	1.7e+07	1.315699
12	17000001	1.8e+07	1.135797
12	18000001	1.9e+07	1.123439
12	19000001	2e+07	0.827286
12	20000001	2.1e+07	1.151518
12	21000001	2.2e+07	0.986807
12	22000001	2.3e+07	0.891814
12	23000001	2.4e+07	0.651567
12	24000001	2.5e+07	0.733083
12	25000001	2.6e+07	0.646121
12	26000001	2.7e+07	0.771622
12	27000001	27531856	0.598443939713005
AP008246	1	206004	1.61695889400206
AP008247	1	157458	1.06730048647893
AC160949	1	128256	1.15823041417166
AC156495	1	88500	1.3363615819209
AC155918	1	32941	2.54964937312164
Syng_TIGR_028	1	31094	0.852029330417444
Syng_TIGR_023	1	24772	0.89419505893751
Syng_TIGR_045	1	22545	1.22772233311155
Syng_TIGR_005	1	21787	1.68430715564327
Syng_TIGR_014	1	21421	1.10984547873582
Syng_TIGR_047	1	20829	0.583177300878583
Syng_TIGR_026	1	19971	1.08271994391868
Syng_TIGR_004	1	19457	0.698823045690497
Syng_TIGR_021	1	17477	0.970074955656005
Syng_TIGR_008	1	16676	1.2905372991125
Syng_TIGR_012	1	16417	1.3867332642992
Syng_TIGR_010	1	15493	1.66985090040664
AC174930	1	15426	0.534098275638532
Syng_TIGR_002	1	14476	1.76077645758497
Syng_TIGR_037	1	13061	0.246918306408391
Syng_TIGR_029	1	12884	1.6836386215461
Syng_TIGR_016	1	12792	1.18886804252658
Syng_TIGR_027	1	11522	1.2370248220795
Syng_TIGR_046	1	11447	1.69520398357648
Syng_TIGR_033	1	11093	1.86297665194267
Syng_TIGR_011	1	10901	1.05274745436199
Syng_TIGR_030	1	10794	1.77246618491755
Syng_TIGR_020	1	10699	1.4817272642303
Syng_TIGR_035	1	10686	1.77671720007486
Syng_TIGR_015	1	10595	0.290608777725342
